(0.002828086656747006+0.03760544332857945j),(0.002383844381577917+0.022958258004259265j),(0.0026709483140481085+0.03402259514529192j),(0.0014526554579219516+0.014381365522174892j),(0.0014526554579219523+0.0143813655221749j),(0.0014526554579219516+0.014381365522174897j),(0.0014526554579219518+0.0143813655221749j),(0.0010408425191846626+0.010287117540063511j),(8.012886231153927e-05+0.0011384359100763619j),(0.0026709483140481085+0.03402259514529192j)
(0.0023838443815779164+0.022958258004259255j),(0.002940700391280172+0.04038871431291227j),(0.0025777427353653164+0.02722182890555663j),(0.0017708678766332445+0.02529784761377194j),(0.0017708678766332451+0.02529784761377195j),(0.0017708678766332445+0.02529784761377195j),(0.001770867876633245+0.02529784761377195j),(0.0012697779285193768+0.01809586765377513j),(7.904456226606204e-05+0.002000707444180337j),(0.0025777427353653164+0.02722182890555663j)
(0.0026709483140481085+0.03402259514529192j),(0.0025777427353653173+0.027221828905556637j),(0.005510216897938425+0.1898866812476918j),(0.001566618250749353+0.01705168892438475j),(0.0015666182507493537+0.017051688924384762j),(0.0015666182507493534+0.01705168892438476j),(0.0015666182507493537+0.017051688924384762j),(0.001122683279022878+0.012197242122617094j),(8.271443351283897e-05+0.0013494462124774914j),(0.002799216897938425+0.0403316812476918j)
(0.0014526554579219512+0.014381365522174889j),(0.001770867876633244+0.02529784761377194j),(0.0015666182507493526+0.01705168892438475j),(0.0024573192386742834+0.031690756964208235j),(0.0024573192386742842+0.03169075696420825j),(0.002457319238674284+0.03169075696420825j),(0.002457319238674284+0.03169075696420825j),(0.0017615789507274783+0.022668767180156223j),(0.00011787649724922218+0.0025068709527009923j),(0.0015666182507493526+0.01705168892438475j)
(0.0014526554579219516+0.014381365522174892j),(0.0017708678766332447+0.02529784761377195j),(0.0015666182507493528+0.017051688924384755j),(0.002457319238674284+0.031690756964208255j),(0.002457319238674284+0.15449075696420833j),(0.002457319238674281+0.15449075696420833j),(0.0024573192386742795+0.15449075696420836j),(0.0017615789507274785+0.02266876718015623j),(0.00011787649724922215+0.0025068709527009928j),(0.0015666182507493528+0.017051688924384755j)
(0.0014526554579219514+0.014381365522174892j),(0.0017708678766332445+0.02529784761377195j),(0.0015666182507493528+0.017051688924384755j),(0.002457319238674284+0.031690756964208255j),(0.0024573192386742816+0.15449075696420833j),(0.009495126422039118+0.239966371330938j),(0.009495126422039118+0.23996637133093804j),(0.0017615789507274783+0.022668767180156226j),(0.00011787649724922213+0.0025068709527009928j),(0.0015666182507493528+0.017051688924384755j)
(0.0014526554579219512+0.014381365522174892j),(0.0017708678766332445+0.02529784761377195j),(0.0015666182507493528+0.01705168892438476j),(0.0024573192386742834+0.03169075696420825j),(0.0024573192386742816+0.15449075696420833j),(0.009495126422039118+0.23996637133093804j),(0.009495126422039118+0.40776637133093807j),(0.0017615789507274778+0.022668767180156226j),(0.00011787649724922213+0.0025068709527009928j),(0.0015666182507493528+0.01705168892438476j)
(0.001040842519184662+0.010287117540063504j),(0.0012697779285193763+0.018095867653775126j),(0.0011226832790228773+0.012197242122617089j),(0.001761578950727478+0.022668767180156216j),(0.0017615789507274783+0.022668767180156223j),(0.001761578950727478+0.022668767180156223j),(0.0017615789507274783+0.022668767180156226j),(0.0028999119926263173+0.03430035997737731j),(0.00013449018900221635+0.002748431392007648j),(0.0011226832790228773+0.012197242122617089j)
(8.012886231153923e-05+0.001138435910076361j),(7.904456226606201e-05+0.0020007074441803366j),(8.271443351283892e-05+0.0013494462124774903j),(0.0001178764972492221+0.002506870952700992j),(0.00011787649724922211+0.0025068709527009928j),(0.00011787649724922208+0.0025068709527009928j),(0.00011787649724922211+0.0025068709527009936j),(0.00013449018900221635+0.002748431392007648j),(0.00017399629410810004+0.003288278437901566j),(8.271443351283892e-05+0.0013494462124774903j)
(0.0026709483140481085+0.03402259514529192j),(0.0025777427353653173+0.027221828905556637j),(0.0027992168979384248+0.04033168124769179j),(0.001566618250749353+0.01705168892438475j),(0.0015666182507493537+0.017051688924384762j),(0.0015666182507493532+0.01705168892438476j),(0.0015666182507493534+0.017051688924384762j),(0.001122683279022878+0.012197242122617092j),(8.271443351283897e-05+0.0013494462124774911j),(0.0027992168979384248+0.04033168124769179j)
